Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,Expected goals,Assists,Expected assists,Duels/90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions/90,Defensive duels/90,"Defensive duels won, %",Aerial duels/90,"Aerial duels won, %",Sliding tackles/90,PAdj Sliding tackles,Shots blocked/90,Interceptions/90,PAdj Interceptions,Fouls/90,Yellow cards,Yellow cards/90,Red cards,Red cards/90,Successful attacking actions/90,Goals/90,Non-penalty goals,Non-penalty goals/90,Expected goals/90,Head goals,Head goals/90,Shots,Shots/90,"Shots on target, %","Goal conversion, %",Assists/90,Crosses/90,"Accurate crosses, %",Crosses from left flank/90,"Accurate crosses from left flank, %",Crosses from right flank/90,"Accurate crosses from right flank, %",Crosses to goalie box/90,Dribbles/90,"Successful dribbles, %",Offensive duels/90,"Offensive duels won, %",Touches in box/90,Progressive runs/90,Accelerations/90,Received passes/90,Received long passes/90,Fouls suffered/90,Passes/90,"Accurate passes, %",Forward passes/90,"Accurate forward passes, %",Back passes/90,"Accurate back passes, %",Lateral passes/90,"Accurate lateral passes, %",Short / medium passes/90,"Accurate short / medium passes, %",Long passes/90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Expected assists/90,Shot assists/90,Second assists/90,Third assists/90,Smart passes/90,"Accurate smart passes, %",Key passes/90,Passes to final third/90,"Accurate passes to final third, %",Passes to penalty area/90,"Accurate passes to penalty area, %",Through passes/90,"Accurate through passes, %",Deep completions/90,Deep completed crosses/90,Progressive passes/90,"Accurate progressive passes, %",Conceded goals,Conceded goals/90,Shots against,Shots against/90,Clean sheets,"Save rate, %",Expected goals conceded,Expected goals conceded/90,Prevented goals,Prevented goals/90,Back passes received by GK/90,Exits/90,Aerial duels/90 (GK),Free kicks/90,Direct free kicks/90,"Direct free kicks on target, %",Corners/90,Penalties taken,"Penalty conversion, %"
Tobias Winslow,Team 48,Team 48,"RCMF, DMF, LCMF",26,300000,2026-11-30,13,1104,0,0.31,0,0.0,9.38,57.39,Slovakia,"Slovakia, Germany",right,179,73,yes,7.17,5.05,53.23,0.98,58.33,0.0,0.0,0.24,4.48,6.04,1.39,4,0.33,0,0.0,0.82,0.0,0,0.0,0.02,0,0.0,8,0.65,12.5,0.0,0.0,0.33,25.0,0.08,100.0,0.16,0.0,0.0,0.65,87.5,2.85,62.86,0.24,0.49,0.0,24.13,0.16,0.98,34.89,86.45,14.1,75.14,4.24,98.08,11.74,93.06,30.49,91.18,4.16,56.86,19.22,32.04,0.0,0.0,0.0,0.0,0.08,100.0,0.08,7.09,77.01,0.82,40.0,0.24,66.67,0.16,0.08,5.95,86.3,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.0,0.0,0.0,0.0,0,0.0
Viktor Linwood,Team 48,Team 48,"RCMF, LCMF",38,150000,2026-11-30,6,228,0,0.0,0,0.04,15.39,64.1,Chile,Chile,right,186,91,yes,9.08,7.89,70.0,4.74,58.33,0.0,0.0,0.79,3.55,5.0,1.58,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.0,0.0,0.0,0.39,0.0,0.0,1.18,66.67,0.39,0.39,0.0,17.76,0.79,1.18,24.87,80.95,9.08,60.87,2.37,100.0,9.87,96.0,21.71,85.45,2.76,57.14,18.31,22.59,0.01,0.39,0.0,0.0,0.0,0.0,0.39,5.53,64.29,1.18,33.33,0.39,0.0,0.0,0.0,5.13,69.23,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Alastair Arden,Team 48,Team 48,"RWB, RB, RW",19,300000,,7,603,0,0.37,0,0.66,18.66,50.4,Croatia,Croatia,right,180,71,yes,9.7,7.31,46.94,2.39,37.5,1.04,1.53,0.75,5.22,7.66,1.79,3,0.45,0,0.0,4.03,0.0,0,0.0,0.05,0,0.0,3,0.45,33.33,0.0,0.0,2.39,56.25,0.0,0.0,2.39,56.25,0.45,3.88,65.38,8.06,59.26,0.75,2.24,0.15,14.48,1.94,1.64,24.48,71.34,11.64,65.38,3.28,81.82,6.12,70.73,18.81,76.19,3.28,54.55,18.27,26.8,0.1,0.45,0.15,0.0,0.0,0.0,0.45,4.63,64.52,2.84,52.63,0.6,75.0,0.45,1.64,6.87,69.57,0,,0,,0,0.0,0.0,0.0,,,0.45,,,0.0,0.0,0.0,0.0,0,0.0
Alexander Fletcher,Team 48,Team 48,"LCMF, AMF, LAMF",21,350000,,9,333,1,0.6,0,0.02,17.3,50.0,Poland,Poland,right,177,77,yes,4.86,3.51,69.23,3.24,33.33,0.81,1.38,0.0,1.62,2.77,0.81,2,0.54,0,0.0,2.97,0.27,1,0.27,0.16,1,0.27,8,2.16,25.0,12.5,0.0,0.81,0.0,0.81,0.0,0.0,0.0,0.0,2.97,81.82,9.19,50.0,1.62,1.62,0.27,9.46,1.08,2.7,15.14,78.57,3.78,71.43,3.24,100.0,5.14,84.21,13.78,84.31,0.54,50.0,15.01,6.79,0.01,0.27,0.0,0.0,0.0,0.0,0.0,0.54,100.0,0.27,0.0,0.0,0.0,0.0,0.0,2.43,55.56,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Aaron Waverley,Team 48,Team 48,"DMF, LDMF",21,450000,,5,114,0,0.02,0,0.0,14.21,72.22,Uruguay,Uruguay,right,184,76,yes,2.37,3.16,50.0,1.58,100.0,0.0,0.0,0.0,0.79,1.15,0.79,0,0.0,0,0.0,0.79,0.0,0,0.0,0.02,0,0.0,1,0.79,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.79,0.0,0.79,0.79,100.0,7.11,66.67,0.0,0.0,0.0,18.16,0.0,4.74,27.63,82.86,7.89,60.0,6.32,87.5,9.47,91.67,25.26,87.5,1.58,50.0,17.72,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,66.67,2.37,33.33,0.0,0.0,0.79,0.0,1.58,50.0,0,,0,,0,0.0,0.0,0.0,,,0.79,,,0.79,0.0,0.0,0.0,0,0.0
Henry Calder,Team 48,Team 48,RCB,21,250000,2029-08-31,8,708,0,0.23,0,0.0,12.84,59.41,Greece,Greece,right,195,85,yes,8.9,4.96,58.97,3.31,57.69,0.25,0.38,0.51,5.72,8.54,2.03,3,0.38,1,0.13,0.38,0.0,0,0.0,0.03,0,0.0,2,0.25,50.0,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.38,66.67,2.03,75.0,0.38,0.76,0.13,12.46,0.25,1.65,20.85,73.78,9.41,58.11,0.76,100.0,8.14,87.5,16.78,80.3,3.69,51.72,19.41,39.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,54.17,0.64,0.0,0.25,50.0,0.0,0.0,5.21,58.54,0,,0,,0,0.0,0.0,0.0,,,0.25,,,0.0,0.0,0.0,0.0,0,0.0
Theo Westlake,Team 48,Team 48,"RCMF, LCMF, AMF",20,400000,,5,157,0,0.11,0,0.0,17.2,46.67,Brazil,Brazil,right,182,73,yes,6.88,7.45,53.85,1.72,0.0,0.0,0.0,0.0,2.87,5.17,1.15,0,0.0,0,0.0,1.15,0.0,0,0.0,0.06,0,0.0,2,1.15,0.0,0.0,0.0,1.72,33.33,1.15,50.0,0.57,0.0,0.0,0.57,100.0,6.31,45.45,0.0,0.57,0.0,11.46,0.57,1.72,19.49,76.47,2.29,75.0,5.16,100.0,7.45,76.92,16.62,79.31,1.15,100.0,15.23,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,60.0,1.72,33.33,0.0,0.0,0.0,0.57,2.87,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Viktor Blackwood,Team 48,Team 48,"AMF, RWF, RB",20,400000,2027-06-12,3,57,0,0.0,0,0.0,20.53,30.77,Wales,Wales,right,179,74,yes,4.74,7.89,20.0,4.74,33.33,0.0,0.0,0.0,3.16,8.57,3.16,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,25.0,0.0,3.16,0.0,22.11,3.16,1.58,30.0,63.16,12.63,37.5,3.16,100.0,7.89,80.0,30.0,63.16,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,42.86,3.16,0.0,0.0,0.0,0.0,0.0,1.58,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Jasper Talbot,Team 48,Team 48,"CB, RCB, LCB",21,250000,,4,308,0,0.0,0,0.0,6.14,66.67,Switzerland,"Switzerland, Germany",right,188,83,yes,6.72,2.92,70.0,1.75,66.67,0.29,0.35,0.58,4.38,5.29,0.88,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,100.0,0.0,0.0,0.0,15.49,0.29,0.58,25.71,79.55,8.77,56.67,2.05,100.0,11.98,92.68,23.08,82.28,2.63,55.56,19.92,32.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,40.0,0.29,0.0,0.0,0.0,0.0,0.0,5.84,35.0,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.0,0.0,0.0,0.0,0,0.0
Caleb Norwood,Team 48,Team 48,CF,22,125000,2026-12-31,12,644,2,1.84,1,0.11,17.89,24.22,Mexico,Mexico,right,191,81,yes,2.93,2.66,26.32,7.55,18.52,0.0,0.0,0.0,2.24,3.33,2.52,1,0.14,1,0.14,0.7,0.28,2,0.28,0.26,0,0.0,10,1.4,40.0,20.0,0.14,0.28,0.0,0.14,0.0,0.14,0.0,0.0,0.14,100.0,4.05,31.03,2.8,0.42,0.0,5.73,1.96,1.54,9.78,68.57,1.68,33.33,2.8,90.0,2.66,78.95,9.5,70.59,0.0,0.0,11.22,0.0,0.02,0.28,0.0,0.0,0.0,0.0,0.14,0.84,66.67,0.56,25.0,0.0,0.0,0.28,0.0,0.98,28.57,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Lucas Clairmont,Team 48,Team 48,"LB, LWB, AMF",22,300000,2027-12-31,17,1322,0,0.59,0,0.73,18.11,52.63,Ecuador,"Ecuador, Italy",left,174,67,yes,7.01,5.51,59.26,3.34,63.27,0.07,0.09,0.41,3.68,4.98,1.09,1,0.07,0,0.0,3.54,0.0,0,0.0,0.04,0,0.0,13,0.89,23.08,0.0,0.0,2.86,28.57,2.52,32.43,0.34,0.0,0.54,4.02,62.71,7.83,48.7,1.02,2.59,0.2,18.45,1.63,0.95,26.28,72.8,8.85,66.92,4.97,93.15,8.37,72.36,21.04,81.88,2.59,44.74,20.51,34.73,0.05,0.75,0.0,0.0,0.0,0.0,0.41,2.86,69.05,2.66,41.03,0.2,33.33,0.34,0.89,5.65,60.24,0,,0,,0,0.0,0.0,0.0,,,0.2,,,0.0,0.0,0.0,0.0,0,0.0
Isaac Grantham,Team 48,Team 48,GK,23,125000,2026-11-30,2,207,0,0.0,0,0.0,0.0,0.0,Slovenia,Slovenia,right,193,72,yes,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.54,0.0,1,0.43,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,13.91,62.5,10.87,52.0,0.0,0.0,2.61,100.0,6.52,93.33,7.39,35.29,43.46,52.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,16.67,0.43,0.0,0.0,0.0,0.0,0.0,3.91,66.67,4,1.74,8,3.48,0,50.0,1.91,0.83,-2.09,-0.909,0.0,1.74,0.0,,,,0.0,0,0.0
Xavier Talbot,Team 48,Team 48,GK,22,150000,2026-11-30,4,409,0,0.0,0,0.0,0.22,0.0,Argentina,Argentina,right,188,82,yes,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.92,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,5.06,0.0,0.0,7.7,77.14,4.4,65.0,0.0,0.0,2.86,92.31,4.62,100.0,3.08,42.86,32.92,45.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,77.78,8,1.76,21,4.62,0,61.9,5.33,1.17,-2.67,-0.588,0.0,0.66,0.0,,,,0.0,0,0.0
Lars Thorpe,Team 48,Team 48,"CF, RW, RWF",25,300000,2026-11-30,9,278,0,0.4,0,0.54,15.86,40.82,Chile,Chile,left,179,76,yes,5.5,6.47,55.0,1.29,50.0,0.32,0.5,0.0,1.62,2.5,2.91,1,0.32,0,0.0,0.97,0.0,0,0.0,0.13,0,0.0,7,2.27,28.57,0.0,0.0,0.97,0.0,0.97,0.0,0.0,0.0,0.0,1.29,25.0,6.47,30.0,4.21,1.29,0.0,10.68,1.94,0.65,18.13,71.43,2.91,66.67,7.12,81.82,3.88,66.67,17.16,75.47,0.0,0.0,15.83,0.0,0.17,0.65,0.0,0.0,0.0,0.0,0.32,1.29,50.0,0.65,0.0,0.0,0.0,0.65,0.0,1.94,33.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Elias Halston,Team 48,Team 48,"LCB, CB",25,250000,2026-11-30,14,1261,0,0.05,1,0.0,11.13,58.97,Spain,Spain,left,191,85,yes,8.28,4.35,63.93,3.5,61.22,0.36,0.49,1.14,5.14,7.04,1.28,4,0.29,1,0.07,0.14,0.0,0,0.0,0.0,0,0.0,1,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,50.0,2.0,46.43,0.43,0.21,0.07,14.56,0.21,0.79,24.27,84.12,9.71,75.0,1.64,100.0,10.49,91.16,21.48,88.04,2.78,53.85,19.66,36.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,66.67,0.07,100.0,0.0,0.0,0.14,0.0,4.78,50.75,0,,0,,0,0.0,0.0,0.0,,,0.93,,,0.0,0.0,0.0,0.0,0,0.0
Dara Thorne,Team 48,Team 48,"LB, LWB, LW",27,250000,2026-11-28,12,820,0,0.52,0,0.28,13.39,53.28,Slovenia,"Slovenia, Portugal",left,182,76,yes,7.24,6.15,55.36,0.99,55.56,0.0,0.0,0.44,3.84,5.87,0.88,1,0.11,0,0.0,1.98,0.0,0,0.0,0.06,0,0.0,6,0.66,33.33,0.0,0.0,1.65,33.33,1.43,23.08,0.22,100.0,0.22,2.2,55.0,5.49,50.0,1.1,2.2,0.22,18.44,1.65,0.66,24.8,77.43,11.41,75.96,3.51,96.88,6.15,76.79,19.76,83.33,3.51,62.5,19.36,29.75,0.03,0.66,0.0,0.0,0.0,0.0,0.33,4.06,89.19,1.43,53.85,0.11,100.0,0.55,0.55,7.02,76.56,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.0,0.0,0.0,0.0,0,0.0
Elias Stansfield,Team 48,Team 48,"RCB, CB, LCB",29,200000,2026-12-31,15,1521,0,0.41,0,0.0,7.16,59.5,Slovakia,Slovakia,right,186,77,yes,7.28,3.31,64.29,2.6,59.09,0.0,0.0,1.07,5.15,6.92,0.65,5,0.3,0,0.0,0.12,0.0,0,0.0,0.02,0,0.0,4,0.24,25.0,0.0,0.0,0.18,33.33,0.06,0.0,0.12,50.0,0.06,0.0,0.0,0.41,14.29,0.41,0.41,0.0,18.4,0.12,0.24,29.53,82.16,14.5,71.02,1.18,95.0,11.72,94.44,23.79,90.55,5.56,47.87,25.16,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,58.24,0.59,20.0,0.36,16.67,0.06,0.12,6.33,81.31,0,,0,,0,0.0,0.0,0.0,,,1.01,,,0.0,0.0,0.0,0.0,0,0.0
Alastair Holbrook,Team 48,Team 48,"RCMF, LWF, CF",26,300000,2028-12-31,11,460,1,1.56,0,0.12,20.54,30.48,Czech Republic,Czech Republic,right,181,75,yes,4.11,5.67,34.48,4.89,12.0,0.59,0.9,0.0,1.57,2.4,3.52,3,0.59,1,0.2,1.76,0.2,1,0.2,0.31,0,0.0,7,1.37,28.57,14.286,0.0,1.57,12.5,0.59,0.0,0.98,20.0,0.2,2.93,40.0,6.85,42.86,2.74,2.74,0.2,11.54,2.15,1.76,14.09,72.22,4.5,73.91,3.33,82.35,3.91,65.0,11.93,78.69,0.59,100.0,14.78,6.2,0.02,0.59,0.0,0.0,0.0,0.0,0.59,0.98,80.0,1.76,22.22,0.0,0.0,0.39,0.2,0.98,80.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Finnegan Waverley,Team 46,Team 46,"LAMF, LW",28,14000000,2029-12-31,16,1373,4,3.35,1,0.55,19.6,43.48,Colombia,Colombia,right,168,70,yes,7.41,5.97,52.75,1.18,44.44,0.0,0.0,0.33,4.26,5.91,1.25,4,0.26,0,0.0,3.02,0.26,4,0.26,0.22,0,0.0,35,2.29,40.0,11.429,0.07,1.31,20.0,0.85,30.77,0.46,0.0,0.13,3.47,52.83,11.34,39.31,2.56,2.36,0.39,27.27,1.7,1.38,36.9,86.5,8.85,75.56,9.31,95.77,10.55,83.85,34.54,89.94,1.05,56.25,15.39,25.18,0.04,0.98,0.13,0.07,0.0,0.0,0.26,3.87,83.05,2.29,54.29,0.2,66.67,1.05,0.33,4.79,69.86,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.46,0.33,40.0,0.46,0,0.0
Viktor Vance,Team 46,Team 46,"LCB, RCB",29,10000000,2027-12-31,18,1798,1,0.79,1,0.54,10.11,56.93,Paraguay,"Paraguay, France",right,188,78,yes,6.86,3.7,52.7,4.15,62.65,0.0,0.0,0.9,4.91,6.93,1.1,2,0.1,1,0.05,0.6,0.05,1,0.05,0.04,1,0.05,7,0.35,71.43,14.286,0.05,0.4,25.0,0.1,50.0,0.3,16.67,0.0,0.25,80.0,0.85,52.94,0.45,0.9,0.05,31.74,0.1,0.2,44.35,90.29,19.77,83.54,1.75,100.0,17.62,96.31,40.39,93.56,3.55,60.56,20.06,38.11,0.03,0.3,0.05,0.0,0.05,100.0,0.2,6.06,76.86,0.7,35.71,0.3,50.0,0.25,0.1,7.91,75.95,0,,0,,0,0.0,0.0,0.0,,,1.05,,,0.0,0.0,0.0,0.0,0,0.0
Aaron Ellwood,Team 46,Team 46,"LAMF, RAMF, AMF",33,8000000,2027-12-31,14,497,2,0.4,1,0.13,17.2,48.42,United States,United States,right,175,70,yes,7.42,8.33,47.83,1.63,55.56,0.72,0.98,0.0,2.72,3.69,1.27,1,0.18,0,0.0,2.54,0.36,2,0.36,0.07,0,0.0,12,2.17,25.0,16.667,0.18,2.35,7.69,0.91,0.0,1.45,12.5,0.18,2.35,76.92,5.79,50.0,1.09,1.45,0.36,26.62,0.91,0.91,34.23,74.07,10.87,61.67,6.52,97.22,8.87,73.47,30.06,79.52,1.81,70.0,17.62,14.42,0.02,0.91,0.0,0.0,0.18,0.0,0.36,3.62,70.0,3.8,38.1,0.18,0.0,1.27,0.18,5.43,63.33,0,,0,,0,0.0,0.0,0.0,,,0.36,,,0.54,0.0,0.0,0.36,0,0.0
Cillian Halloway,Team 46,Team 46,"RCB, CB",33,7500000,2027-12-31,19,1875,3,2.43,0,0.6,10.03,61.24,South Korea,South Korea,right,185,85,yes,7.01,4.42,65.22,4.61,61.46,0.24,0.33,0.82,3.89,5.32,0.67,0,0.0,0,0.0,0.38,0.14,3,0.14,0.12,1,0.05,15,0.72,26.67,20.0,0.0,0.24,60.0,0.0,0.0,0.24,60.0,0.05,0.05,0.0,0.29,16.67,1.1,0.34,0.0,25.58,0.38,0.19,35.42,88.62,12.86,79.1,1.44,90.0,16.8,94.86,31.1,93.06,4.13,56.98,19.63,32.9,0.03,0.14,0.0,0.05,0.05,100.0,0.14,2.98,67.74,0.34,57.14,0.43,44.44,0.24,0.1,5.62,62.39,0,,0,,0,0.0,0.0,0.0,,,1.1,,,0.0,0.0,0.0,0.0,0,0.0
Oscar Ellwood,Team 46,Team 46,"RB, LB",25,6000000,2030-06-30,15,926,0,0.07,0,0.94,14.97,45.45,Romania,"Romania, Italy",right,176,73,yes,9.23,8.84,51.65,0.97,50.0,0.1,0.13,0.49,4.57,6.13,1.56,3,0.29,0,0.0,0.87,0.0,0,0.0,0.01,0,0.0,4,0.39,0.0,0.0,0.0,2.04,28.57,0.19,50.0,1.85,26.32,0.29,1.36,21.43,3.3,29.41,1.17,1.26,0.19,29.55,1.26,0.68,38.29,77.66,13.32,63.5,6.03,91.94,10.79,81.98,32.17,84.89,4.08,45.24,17.88,27.81,0.09,0.58,0.0,0.1,0.1,0.0,0.29,3.89,65.0,2.53,30.77,0.58,0.0,0.58,0.58,7.19,52.7,0,,0,,0,0.0,0.0,0.0,,,0.58,,,0.0,0.0,0.0,0.1,0,0.0
Colin Fenwick,Team 46,Team 46,"LDMF, AMF, RCMF",31,4000000,2027-12-31,19,568,0,0.4,1,0.64,13.94,47.73,Norway,"Norway, Spain",right,181,79,yes,6.02,4.44,67.86,3.01,42.11,0.16,0.22,0.32,2.85,4.03,0.63,1,0.16,0,0.0,1.11,0.0,0,0.0,0.06,0,0.0,7,1.11,0.0,0.0,0.16,0.79,60.0,0.79,60.0,0.0,0.0,0.16,0.63,75.0,4.44,39.29,2.22,1.27,0.16,29.95,0.32,1.43,40.25,92.13,11.88,82.67,4.91,90.32,13.31,97.62,37.87,93.31,1.58,80.0,16.13,12.36,0.1,1.11,0.16,0.0,0.32,50.0,0.48,7.45,85.11,1.27,75.0,0.63,50.0,0.79,0.63,5.23,90.91,0,,0,,0,0.0,0.0,0.0,,,0.79,,,0.0,0.0,0.0,0.16,0,0.0
Dylan Prescott,Team 46,Team 46,"LCMF, LDMF, RDMF",31,3500000,2028-12-31,20,1934,2,0.57,0,1.72,6.56,44.68,Sweden,Sweden,right,185,78,yes,5.26,3.77,50.62,1.54,33.33,0.0,0.0,0.23,3.35,4.6,0.98,4,0.19,0,0.0,0.47,0.09,2,0.09,0.03,0,0.0,12,0.56,25.0,16.667,0.0,0.37,50.0,0.05,100.0,0.23,40.0,0.05,0.14,66.67,0.6,46.15,0.28,0.6,0.09,43.19,0.09,0.14,53.66,90.72,15.26,78.05,4.89,95.24,26.29,96.81,48.07,93.42,5.21,68.75,19.26,35.88,0.08,0.74,0.14,0.09,0.09,50.0,0.37,7.4,80.5,1.77,50.0,0.79,47.06,0.88,0.14,7.21,78.71,0,,0,,0,0.0,0.0,0.0,,,0.6,,,0.0,0.0,0.0,0.0,0,0.0
Bastien Waverley,Team 46,Team 46,LCB,31,2500000,2028-12-31,14,1343,1,1.07,2,0.78,14.41,55.81,Sweden,Sweden,left,193,83,yes,7.91,6.03,61.11,5.03,61.33,0.07,0.1,0.54,4.15,6.0,1.81,6,0.4,1,0.07,0.6,0.07,1,0.07,0.07,1,0.07,11,0.74,54.55,9.091,0.13,0.27,50.0,0.27,50.0,0.0,0.0,0.0,0.07,100.0,1.47,27.27,0.87,1.27,0.0,35.05,0.27,0.07,51.33,82.51,24.19,72.3,1.47,95.45,21.11,93.33,41.55,89.52,9.52,52.82,22.86,43.36,0.05,0.34,0.0,0.0,0.0,0.0,0.13,9.18,58.39,1.41,47.62,1.07,31.25,0.74,0.13,12.06,73.33,0,,0,,0,0.0,0.0,0.0,,,1.14,,,0.0,0.0,0.0,0.0,0,0.0
Callum Kensington,Team 46,Team 46,"LCB, RCB",27,2000000,2029-12-31,7,598,0,0.0,0,0.13,7.07,65.96,Wales,"Wales, France",right,190,85,yes,7.22,4.06,66.67,1.35,55.56,0.15,0.19,0.75,4.36,5.65,0.9,0,0.0,0,0.0,0.3,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.45,66.67,0.0,0.0,0.45,66.67,0.0,0.0,0.0,0.15,100.0,0.0,1.35,0.0,28.44,0.15,0.15,39.73,87.88,14.3,72.63,1.81,100.0,18.96,96.83,32.81,94.04,6.47,58.14,22.96,41.18,0.02,0.3,0.0,0.0,0.0,0.0,0.15,4.97,75.76,1.51,80.0,0.6,100.0,0.6,0.3,7.68,60.78,0,,0,,0,0.0,0.0,0.0,,,1.66,,,0.0,0.0,0.0,0.0,0,0.0
Simon Garrison,Team 46,Team 46,"LB, LWB",22,800000,2030-07-31,7,301,0,0.04,1,0.35,11.36,47.37,Czech Republic,"Czech Republic, Portugal",left,183,75,yes,8.67,4.78,50.0,2.69,33.33,0.3,0.42,0.3,5.98,8.45,1.5,1,0.3,0,0.0,0.9,0.0,0,0.0,0.01,0,0.0,1,0.3,0.0,0.0,0.3,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,60.0,2.69,44.44,2.09,0.3,0.0,21.53,1.2,0.0,33.79,83.19,9.27,74.19,6.88,95.65,10.47,82.86,29.0,94.85,3.29,18.18,21.95,19.31,0.1,0.6,0.0,0.0,0.0,0.0,0.3,1.2,75.0,0.0,0.0,0.0,0.0,0.3,0.0,5.08,41.18,0,,0,,0,0.0,0.0,0.0,,,0.9,,,0.0,0.0,0.0,0.3,0,0.0
Damian Yardley,Team 46,Team 46,GK,39,250000,2026-12-31,1,114,0,0.0,0,0.0,0.0,0.0,Senegal,Senegal,right,189,83,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,15.0,78.95,8.68,63.64,0.0,0.0,4.74,100.0,11.05,100.0,3.95,20.0,27.28,45.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,25.0,0,0.0,3,2.37,1,100.0,0.33,0.26,0.33,0.261,0.0,2.37,0.0,,,,0.0,0,0.0
Casper Bradford,Team 46,Team 46,"RCMF, LDMF",18,2700000,2029-12-31,3,81,0,0.04,0,0.0,11.11,50.0,Japan,Japan,right,178,74,yes,6.67,7.78,57.14,1.11,100.0,0.0,0.0,0.0,2.22,3.53,1.11,2,2.22,0,0.0,0.0,0.0,0,0.0,0.04,0,0.0,1,1.11,0.0,0.0,0.0,1.11,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,2.22,0.0,0.0,1.11,0.0,37.78,0.0,0.0,44.44,90.0,11.11,70.0,11.11,100.0,16.67,93.33,43.33,92.31,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,75.0,1.11,0.0,0.0,0.0,0.0,0.0,3.33,100.0,0,,0,,0,0.0,0.0,0.0,,,1.11,,,0.0,0.0,0.0,0.0,0,0.0
